0.080415	1
0.026847	1
-0.041719	1
0.183841	1
-0.249645	1
-0.169934	1
0.308076	1
-0.044561	2
0.150760	1
-0.370769	1
0.121519	1
-0.011932	1
0.175970	1
0.071310	1
0.084810	2
-0.054291	1
0.034123	1
-0.089099	1
0.082251	3
0.086783	4
-0.116052	1
-0.136636	1
0.030866	2
-0.029418	1
-0.010182	2
0.075395	2
-0.353057	1
-0.199293	1
0.367691	1
0.267643	1
0.375266	1
-0.114709	2
-0.165839	2
-0.071652	1
-0.192968	2
-0.221743	1
0.404386	1
0.146632	1
0.051853	1
0.186012	2
-0.333473	1
0.114803	1
-0.271952	1
0.372355	2
0.130299	1
0.302446	2
0.281008	1
-0.193568	3
-0.133281	2
0.079390	3
-0.089706	2
-0.237011	1
-0.360493	1
-0.221952	2
0.096939	1
0.402045	2
0.019639	1
-0.402265	1
-0.306795	1
-0.024143	2
0.125949	2
-0.075180	2
0.055375	2
-0.269006	1
-0.121261	1
-0.314841	1
-0.330229	2
-0.280812	1
0.072518	4
0.029902	2
-0.215245	1
0.225098	1
-0.101279	1
-0.001518	1
0.092432	2
0.410135	1
0.050087	3
-0.205690	1
-0.026609	3
0.359473	1
-0.070964	3
0.271103	1
-0.126012	2
0.274258	2
-0.197047	4
-0.184711	1
-0.136295	3
0.005670	1
-0.073577	4
0.310564	1
-0.062168	1
-0.264924	2
0.156783	2
0.037878	3
0.055862	4
-0.204426	2
0.380954	1
-0.194994	5
0.358919	2
0.069948	1
0.262620	2
0.037314	4
0.344727	1
-0.330861	3
0.360022	2
-0.122317	3
0.292901	1
-0.092729	1
-0.218170	2
0.226272	2
0.210331	1
0.252009	1
0.316096	2
-0.237021	2
-0.009450	2
0.358876	3
-0.062848	2
-0.156747	1
0.165753	1
0.096093	3
0.222300	3
-0.243862	2
-0.129532	4
0.174636	2
-0.088620	3
-0.170293	1
0.167096	2
-0.180117	2
-0.227022	3
0.321256	1
-0.078037	5
0.072957	5
-0.294765	1
0.483846	1
-0.065341	3
-0.026134	4
-0.374143	2
0.102173	1
-0.046856	3
-0.321550	1
0.036194	5
-0.031704	1
0.111266	2
0.411805	2
-0.037076	2
-0.024812	5
0.189113	3
-0.005600	3
-0.024621	6
0.074521	6
-0.186812	3
-0.016989	3
-0.120143	5
0.034813	6
-0.152443	2
0.076827	7
0.419115	3
0.452544	1
-0.012858	4
0.322418	2
0.244819	1
-0.428962	1
-0.438138	1
0.063673	2
-0.345059	1
0.238521	1
-0.280370	2
-0.165437	3
-0.056934	2
0.232647	2
0.024059	3
-0.229322	4
0.363840	3
-0.319886	2
-0.137343	4
-0.425883	2
0.017135	2
0.258083	2
-0.334055	4
-0.216148	3
-0.067448	4
-0.144971	1
-0.068741	5
-0.269687	3
-0.067121	6
-0.007306	4
0.079114	8
0.214080	2
-0.190582	6
-0.124283	6
0.058767	5
0.071171	9
0.018729	3
-0.207181	3
-0.470816	1
0.164497	3
-0.344367	2
0.220725	4
0.449371	1
0.171837	3
-0.187998	4
0.307771	3
-0.158333	3
0.463470	1
-0.165773	4
-0.048070	4
0.245242	2
-0.239352	3
-0.175648	2
0.107573	2
-0.354239	2
-0.030865	3
0.045868	1
-0.265140	4
-0.054298	3
-0.218043	4
-0.287505	3
-0.098640	2
0.221044	5
0.068267	3
0.040791	2
-0.108487	2
0.027148	4
0.148881	2
0.258457	3
-0.035344	4
-0.237152	4
0.116007	3
-0.033748	5
-0.176420	3
0.026044	5
-0.083211	4
0.001235	2
-0.011237	5
-0.163424	5
-0.173764	4
0.447169	2
0.095905	4
0.114173	4
0.295060	2
0.317330	3
0.215283	3
-0.059217	4
0.277821	3
0.248340	3
-0.029596	7
0.396900	1
-0.461076	1
-0.388366	1
-0.117778	3
0.067135	4
0.187061	4
-0.361490	2
-0.284004	4
-0.088827	5
0.156740	3
0.033375	7
-0.074036	6
0.025723	6
0.101900	3
-0.028135	8
-0.300692	2
-0.144310	2
0.387056	2
-0.178613	5
-0.365246	3
-0.375660	3
0.059314	6
-0.207066	4
0.088703	5
0.182793	5
0.141423	3
-0.220335	5
-0.086780	6
0.443788	3
0.148333	4
0.390064	2
-0.042476	5
0.336343	1
0.235593	3
0.222891	6
-0.272878	2
-0.144794	3
0.011984	4
-0.250339	1
-0.017350	6
0.084760	6
