0.065347	1
-0.278550	1
0.031985	1
-0.033155	1
-0.456909	1
-0.232749	1
0.121579	1
-0.343616	1
-0.234067	2
-0.133040	1
0.037772	2
0.399627	1
-0.119679	1
-0.299225	1
-0.285593	1
-0.305830	1
-0.169855	1
0.236568	1
0.144017	1
0.267706	1
-0.195136	1
0.445473	1
0.071084	1
0.140428	2
0.112317	1
0.037245	3
-0.315667	1
-0.223514	1
0.030383	4
-0.234386	3
0.228513	1
0.448252	2
-0.088396	1
-0.244192	1
0.167986	1
0.088889	1
0.215530	1
0.105541	1
0.255677	1
-0.100682	1
0.160825	2
-0.020450	1
-0.129509	1
-0.001352	1
-0.020708	2
-0.050848	1
-0.027860	3
-0.210537	1
0.015574	1
0.034293	5
0.497153	1
0.201168	1
0.214455	2
-0.064238	1
0.375488	1
0.070799	2
0.026434	1
-0.260180	1
0.069052	2
0.133319	1
-0.142830	1
-0.068311	2
0.263351	2
0.271284	1
-0.154157	1
-0.208316	1
-0.010223	1
0.124860	2
-0.331347	1
-0.001767	2
0.038803	6
0.412742	1
0.098056	1
-0.224002	2
-0.048799	1
-0.274990	2
-0.090094	1
-0.013622	2
0.180241	1
-0.050281	2
0.141144	3
0.136083	2
0.286340	1
-0.319675	2
-0.142725	2
0.062050	3
0.088674	2
-0.014090	3
0.178082	1
0.119352	2
0.027451	2
0.291375	1
-0.122090	2
0.359736	1
-0.199121	2
-0.456166	2
-0.252379	1
-0.075300	1
0.047181	1
0.202016	2
-0.135997	2
-0.173906	1
0.086880	3
0.140102	4
-0.264694	2
0.470330	1
-0.316962	3
-0.102766	2
0.085884	4
0.242386	1
-0.241010	2
-0.362280	1
0.412972	2
-0.028668	4
-0.233155	4
-0.128369	3
0.063818	4
-0.352029	1
0.078681	3
0.486373	1
0.369400	1
0.216803	3
-0.085110	2
0.228147	2
-0.216873	2
0.244019	2
0.129323	3
0.041338	2
0.258573	2
-0.302567	2
-0.075518	2
0.044674	3
-0.147882	3
-0.214696	3
0.120237	4
-0.392085	1
-0.046505	2
-0.101111	3
0.139497	3
-0.037013	2
0.121432	5
-0.028649	5
0.230917	2
0.143405	5
0.181130	2
-0.496963	1
0.278430	2
-0.220476	3
0.009288	1
0.283291	2
-0.017501	4
-0.158956	2
-0.403314	1
-0.204021	2
0.037287	7
0.024762	3
0.223380	3
-0.215531	4
0.251026	3
-0.450361	3
0.018486	2
0.197875	1
-0.450672	4
0.302747	1
-0.323131	1
0.398729	2
-0.338263	2
0.340979	1
0.280311	3
-0.073519	3
-0.120369	4
-0.051925	3
0.154579	1
0.236982	3
-0.249954	3
0.078159	4
0.277814	3
0.018924	3
0.134209	4
-0.407032	2
-0.222422	4
-0.124317	5
0.325084	1
0.359815	2
0.223750	4
-0.434010	1
0.301125	2
-0.134257	3
-0.289063	2
0.404642	1
-0.262003	3
-0.448481	1
0.130426	5
0.062380	5
-0.323554	2
-0.100371	4
0.078657	5
-0.292505	2
-0.182802	1
-0.403423	3
-0.011062	5
0.187008	3
0.202531	3
-0.003077	3
0.079227	6
-0.237313	5
0.072629	7
-0.210596	5
0.033500	8
-0.244494	4
-0.285497	3
-0.330324	3
0.378196	2
-0.026479	6
-0.429352	1
-0.419787	1
0.209905	4
-0.185211	2
0.209058	5
-0.444917	2
0.421435	1
0.004366	2
0.007184	3
-0.128727	6
0.226369	5
0.146172	6
-0.189347	3
0.358623	3
-0.271759	3
-0.168884	2
0.181561	4
0.084101	5
-0.414376	2
0.115977	3
-0.016681	6
-0.032324	3
-0.425579	2
-0.219394	6
-0.147589	4
0.058223	1
-0.074788	4
0.186592	5
-0.053223	4
-0.081126	3
0.330984	1
-0.005237	4
0.298645	2
-0.072660	5
0.186924	6
-0.239304	6
-0.074224	6
0.023669	4
-0.481962	1
0.017781	4
-0.098958	2
-0.412496	3
0.124963	6
-0.394101	2
-0.105257	5
-0.122396	7
0.028226	5
0.271781	4
-0.183519	4
-0.326950	3
-0.129041	8
-0.050462	5
-0.344370	2
0.382368	1
0.335749	2
-0.029456	7
0.168964	3
0.408812	2
-0.485520	2
-0.239059	7
0.166004	4
0.297879	3
0.383634	2
0.012218	5
0.239207	4
-0.380804	1
-0.438759	2
-0.281747	4
-0.389747	2
-0.307156	3
-0.130238	4
-0.019054	7
0.397199	3
0.231635	5
0.088401	6
-0.479118	1
0.018642	6
-0.476329	2
0.419067	3
-0.316073	4
0.131689	6
0.089643	7
0.151687	2
-0.063090	3
0.153386	3
-0.284965	5
-0.353163	2
-0.084425	4
-0.160998	3
-0.334858	4
-0.150355	3
-0.314979	5
-0.180233	5
0.212213	4
-0.043979	3
-0.180263	6
-0.255395	2
0.109047	2
0.238474	6
-0.144156	5
0.407494	3
0.339382	3
0.190833	2
-0.183295	7
0.182275	7
0.081440	8
-0.165928	4
-0.462603	1
0.021247	6
0.059167	2
0.124471	7
0.000447	4
-0.275633	4
-0.149948	6
-0.271813	5
0.238764	7
-0.115249	2
0.126144	8
-0.440059	3
0.297604	4
-0.429553	3
-0.152296	4
0.044028	4
-0.058049	6
